name,page,dob,status,gender
"Britt, Mr Edwin Alfred",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1861,11 Nov 1926,Deceased,Male
"Broadhurst, Mr Edward",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=362,02 Jul 1810,Deceased,Male
"Brodribb, Mr William Adams",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=344,27 May 1809,Deceased,Male
"Brogden, Mr John Gilbert",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2113,28 Mar 1969,,Male
"Brookes, Dr William",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=140,,,Male
"Brookes, Mr Glenn Edward",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=78,13 Aug 1959,,Male
"Brookfield, Mr Percival Stanley",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1285,07 Aug 1875,Deceased,Male
"Brooks, Mr Keith Gregory",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1467,30 Jul 1888,Deceased,Male
"Brooks, Mr Malcolm Harold",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1897,16 Jun 1930,,Male
"Brooks, Mr William",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1044,31 Dec 1858,Deceased,Male
"Broughton, Mr Ernest Clement Vernon",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1148,29 Jan 1865,Deceased,Male
"Broughton, Mr Thomas Stafford",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=363,10 Aug 1810,Deceased,Male
"Broughton, Reverend the Hon. William Grant",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=232,22 May 1788,Deceased,Male
"Brown, Mr Alexander",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=942,09 Feb 1851,Deceased,Male
"Brown, Mr Edward George",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=595,01 Jan 1829,Deceased,Male
"Brown, Mr Herbert Harrington",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=746,12 Mar 1839,Deceased,Male
"Brown, Mr James Hill",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1774,19 Mar 1918,Deceased,Male
"Brown, Mr John",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=517,13 Dec 1821,Deceased,Male
"Brown, Mr Malcolm",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1347,01 Jan 1881,Deceased,Male
"Brown, Mr Matthew James",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2147,10 Mar 1972,,Male
"Brown, Mr Robert James",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1917,02 Dec 1933,,Male
"Brown, Mr Stephen Campbell",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=607,21 Oct 1829,Deceased,Male
"Brown, Mr Thomas (1)",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=379,01 Dec 1811,Deceased,Male
"Brown, Mr Thomas (2)",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1077,06 Oct 1861,Deceased,Male
"Brown, Mr William",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1187,08 Oct 1867,Deceased,Male
"Brown, Mr Wyman",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=700,01 Jan 1836,Deceased,Male
"Brown, The Hon. Robert Leslie",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=29,,,Male
"Browne, Mr Joseph Alexander",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1293,25 Feb 1876,Deceased,Male
"Browne, Mr Thomas Frederic De Courcy",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=724,01 Jan 1838,Deceased,Male
"Browne, Mr William Charles",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=796,26 Jul 1842,Deceased,Male
"Brunker, Mr James Nixon",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=651,22 Apr 1832,Deceased,Male
"Bruntnell, Mr Albert",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1171,04 May 1866,Deceased,Male
"Bruxner, Sir Michael Frederick",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1371,25 Mar 1882,Deceased,Male
"Bruxner, The Hon. James Caird",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1823,18 May 1923,Deceased,Male
"Bryant, Mr Francis Henry",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1135,14 Feb 1864,Deceased,Male
"Bryon-Faes, The Hon. Roger August Alfred Faes, de",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1741,02 Oct 1914,Deceased,Male
"Buchanan, Mr David",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=524,01 Jan 1823,Deceased,Male
"Buchanan, Mr James",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=570,01 Jan 1827,Deceased,Male
"Buckingham, Mr Jeremy",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=92,22 Nov 1973,,Male
"Buckley, Mr Arthur William",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1512,16 Jan 1891,Deceased,Male
"Buckley, Mr Francis Patrick",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1559,25 Sep 1894,Deceased,Male
"Buckley, Mr George Patrick",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1359,01 May 1881,Deceased,Male
"Buckley, Mr Henry",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=398,21 Jun 1813,Deceased,Male
"Budd, Mr Arthur Eames",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1220,25 Sep 1870,Deceased,Male
"Budd, Sir Harry Vincent",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1617,18 Feb 1900,Deceased,Male
"Bull, Mr Charles",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=886,25 Oct 1846,Deceased,Male
"Bull, Mr Nathaniel George",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=795,17 Jul 1842,Deceased,Male
"Bull, The Hon. Richard Thomas Marshall",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2033,14 Dec 1946,,Male
"Burdekin, Mr Marshall",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=715,11 Apr 1837,Deceased,Male
"Burdekin, Mr Sydney",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=743,18 Feb 1839,Deceased,Male
"Burgess, Mr George Arthur",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1129,02 Nov 1863,Deceased,Male
"Burgmann, The Hon. Dr Meredith Anne",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2039,26 Jul 1947,,Female
"Burke, Mr Francis Michael",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1295,27 Mar 1876,Deceased,Male
"Burke, Mr Michael (1)",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=817,11 Oct 1843,Deceased,Male
"Burke, Mr Michael (2)",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1145,01 Jan 1865,Deceased,Male
"Burke, The Hon. (Tony) Anthony Stephen",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2114,04 Nov 1969,,Male
"Burney, The Hon. Linda Jean",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=19,25 Apr 1957,,Female
"Burns, Mr John Fitzgerald",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=659,01 Jan 1833,Deceased,Male
"Burns, Sir James",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=874,10 Feb 1846,Deceased,Male
"Burnswoods, Ms Janice Carolyn",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2008,29 Dec 1943,,Female
"Burton, Mr Donald Ross",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1791,03 Mar 1920,Deceased,Male
"Burton, Ms Cherie Ann",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2221,13 Nov 1968,,Female
"Burton, Sir William Westbrooke",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=251,31 Jan 1794,Deceased,Male
"Busby, Mr Alexander",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=325,01 Jan 1808,Deceased,Male
"Busby, Mr William",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=396,15 Jan 1813,Deceased,Male
"Bushell, Mr Claude Hilton",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1253,25 Jun 1873,Deceased,Male
"Butcher, Mr Robert",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=668,01 Jan 1834,Deceased,Male
"Butler, Mr Edward",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=525,01 Jan 1823,Deceased,Male
"Butler, Mr Walter James",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1528,15 Apr 1892,Deceased,Male
"Buttenshaw, The Hon. Ernest Albert",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1296,23 May 1876,Deceased,Male
"Buzacott, Mr Nicholas James",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1166,23 Feb 1866,Deceased,Male
"Byrne, Mr Francis Arthur",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=708,01 Jan 1837,Deceased,Male
"Byrne, Mr Joseph Patrick",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1541,11 Jun 1893,Deceased,Male
"Byrnes, Mr Charles Joseph",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=685,01 Jan 1835,Deceased,Male
"Byrnes, Mr James",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=312,15 Jan 1806,Deceased,Male
"Byrnes, Mr William",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=345,02 Jun 1809,Deceased,Male
"Cadell, Mr Thomas",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=628,01 Jan 1831,Deceased,Male
"Cahill, Mr Cedric Allan Francis",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1720,16 Jul 1912,Deceased,Male
"Cahill, Mr Cyril Joseph",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1625,21 Nov 1900,Deceased,Male
"Cahill, Mr Frederick Joseph",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1606,16 Jul 1898,Deceased,Male
"Cahill, Mr James Edward",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1643,15 Apr 1903,Deceased,Male
"Cahill, Mr John Joseph",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1513,21 Jan 1891,Deceased,Male
"Cahill, Mr Thomas James",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1833,12 Feb 1924,Deceased,Male
"Calabro, The Hon. (Frank) Francesco",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1843,03 Jan 1925,Deceased,Male
"Calcraft, Mr Joseph",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1885,10 Mar 1929,Deceased,Male
"Caldwell, Mr John",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=449,01 Jan 1817,Deceased,Male
"Cambridge, Mr Walter Corrie",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1283,01 May 1875,Deceased,Male
"Cameron, Mr (Jim) James Alexander",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1900,09 Nov 1930,Deceased,Male
"Cameron, Mr Angus",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=887,01 Jan 1847,Deceased,Male
"Cameron, Mr Robert",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1505,29 Aug 1890,Deceased,Male
"Cameron, Mr William",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1312,06 Jul 1877,Deceased,Male
"Campbell, Mr Alexander",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=387,12 May 1812,Deceased,Male
"Campbell, Mr Alexander James",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=884,20 Aug 1846,Deceased,Male
"Campbell, Mr Archibald",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=669,01 Jan 1834,Deceased,Male
"Campbell, Mr Charles",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=364,20 Sep 1810,Deceased,Male
"Campbell, Mr George",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=578,13 Jun 1827,Deceased,Male
"Campbell, Mr George Glover",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1450,02 Mar 1887,Deceased,Male
"Campbell, Mr James",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=495,01 Jan 1820,Deceased,Male
"Campbell, Mr John",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=291,25 Jul 1802,Deceased,Male
"Campbell, Mr John Thomas",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=211,08 Apr 1770,Deceased,Male
"Campbell, Mr Robert (1)",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=210,28 Apr 1769,Deceased,Male
"Campbell, Mr Robert (2)",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=302,05 Oct 1804,Deceased,Male
"Campbell, Mr William Robert",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=725,01 Jan 1838,Deceased,Male
"Campbell, The Hon. David Andrew",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2151,27 Jul 1957,,Male
"Cann, Mr John Henry",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1064,19 Apr 1860,Deceased,Male
"Cann, The Hon. George",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1229,29 May 1871,Deceased,Male
"Cansdell, Mr (Steve) Stephen Rhett",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2167,23 Sep 1950,,Male
"Cape, Mr William Timothy",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=316,25 Oct 1806,Deceased,Male
"Carey, Mr William",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1448,05 Feb 1887,Deceased,Male
"Carlton, Mr William Joseph",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1555,02 May 1894,Deceased,Male
"Carmichael, Mr Ambrose Campbell",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1233,19 Sep 1871,Deceased,Male
"Carr, Mr Ernest Shoebridge",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1286,28 Sep 1875,Deceased,Male
"Carr, The Hon. (Bob) Robert John",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2041,28 Sep 1947,,Male
"Carroll, Mr James George",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=984,01 Jan 1855,Deceased,Male
"Carruthers, Sir Joseph Hector McNeil",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1032,21 Dec 1857,Deceased,Male
"Carter, Mr George Lord",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=773,01 Jan 1841,Deceased,Male
"Carter, Mr Harry Charles",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1263,05 May 1874,Deceased,Male
"Carter, Mr John Markham",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1535,23 Feb 1893,Deceased,Male
