politician,date_of_birth,place_of_birth,date_of_death,position,start_date,end_date,electoral_district,replaced_by,replaces,series_ordinal,flag
Q15485977,+1895-09-09T00:00:00Z,Q47002,+1974-04-22T00:00:00Z,Q6865857,NA,NA,NA,NA,NA,NA,0
Q15485996,+1934-03-31T00:00:00Z,Q4131,NA,Q18912794,+1980-10-18T00:00:00Z,+1993-02-08T00:00:00Z,Q2973414,Q5111025,Q1103607,NA,0
Q15489457,+1896-06-02T00:00:00Z,Q550606,+1973-11-22T00:00:00Z,Q18912794,+1940-03-02T00:00:00Z,+1949-12-10T00:00:00Z,Q2973504,Q931558,Q16856084,NA,0
Q15500212,+1936-10-09T00:00:00Z,Q3130,+1996-04-08T00:00:00Z,Q18912794,+1974-05-18T00:00:00Z,+1988-02-08T00:00:00Z,Q2423795,Q7356353,Q5494636,NA,0
Q15500828,+1961-11-01T00:00:00Z,Q3130,NA,Q6814428,+1991-08-29T00:00:00Z,+1993-06-30T00:00:00Z,Q56649105,NA,Q7152401,NA,0
Q15500828,+1961-11-01T00:00:00Z,Q3130,NA,Q52490871,+1998-02-02T00:00:00Z,+1998-02-13T00:00:00Z,Q3224,NA,NA,NA,0
Q15501239,+1897-03-12T00:00:00Z,Q3566378,+1957-07-12T00:00:00Z,Q18912794,+1937-10-23T00:00:00Z,+1957-07-12T00:00:00Z,Q1073994,Q1251694,Q7360246,NA,0
Q15501534,+1907-01-26T00:00:00Z,Q187861,+1977-08-22T00:00:00Z,Q18912794,+1963-11-30T00:00:00Z,+1977-08-22T00:00:00Z,Q182615,Q7615972,Q7926057,NA,0
Q15501534,+1907-01-26T00:00:00Z,Q187861,+1977-08-22T00:00:00Z,Q19202748,NA,NA,NA,NA,NA,NA,0
Q15501809,+1946-05-30T00:00:00Z,Q3183,NA,Q6814428,+1985-07-01T00:00:00Z,+1992-01-31T00:00:00Z,Q56649104,Q5109041,NA,NA,0
Q15504829,+1948-01-25T00:00:00Z,Q3130,NA,Q18912794,+1980-10-18T00:00:00Z,+1995-01-30T00:00:00Z,Q2973482,Q16193371,Q6238181,NA,0
Q15506241,+1938-04-05T00:00:00Z,Q34932,+2003-08-23T00:00:00Z,Q6814428,+1975-12-13T00:00:00Z,+1999-06-30T00:00:00Z,Q56649111,NA,NA,NA,0
Q15516539,+1865-08-18T00:00:00Z,Q84,+1940-10-31T00:00:00Z,Q18534408,+1902-10-01T00:00:00Z,+1904-05-01T00:00:00Z,Q16834245,NA,NA,NA,0
Q15516539,+1865-08-18T00:00:00Z,Q84,+1940-10-31T00:00:00Z,Q18912794,+1910-04-13T00:00:00Z,+1934-08-07T00:00:00Z,Q5284495,Q6792892,Q6136400,NA,0
Q15516539,+1865-08-18T00:00:00Z,Q84,+1940-10-31T00:00:00Z,Q18534408,+1904-06-01T00:00:00Z,+1910-02-01T00:00:00Z,Q5355166,Q19668141,NA,NA,0
Q15516927,+1935-01-09T00:00:00Z,Q984138,+2014-04-14T00:00:00Z,Q6814428,+1975-12-13T00:00:00Z,+2005-06-30T00:00:00Z,Q56649108,NA,NA,NA,0
Q15525005,+1952-02-26T00:00:00Z,Q40191,NA,Q18912794,+1987-07-11T00:00:00Z,+2010-07-19T00:00:00Z,Q784520,Q4758919,Q6831178,NA,0
Q15525005,+1952-02-26T00:00:00Z,Q40191,NA,Q4818607,NA,NA,NA,Q6832113,Q6829967,NA,0
Q15525005,+1952-02-26T00:00:00Z,Q40191,NA,Q6865898,NA,NA,NA,Q5226263,Q13522531,NA,0
Q15525005,+1952-02-26T00:00:00Z,Q40191,NA,Q19345638,+2012-05-10T00:00:00Z,NA,NA,NA,NA,NA,0
Q15525008,+1964-02-18T00:00:00Z,Q166002,NA,Q18912794,+1996-03-03T00:00:00Z,+2007-10-17T00:00:00Z,Q1074066,Q5231642,Q7369337,NA,0
Q15525008,+1964-02-18T00:00:00Z,Q166002,NA,Q11796981,+1998-10-21T00:00:00Z,+2001-11-26T00:00:00Z,NA,Q7356268,Q4758721,NA,0
Q15525008,+1964-02-18T00:00:00Z,Q166002,NA,Q2660943,+1998-10-21T00:00:00Z,+2001-11-26T00:00:00Z,NA,Q6210353,Q4758721,NA,0
Q15525018,+1946-05-29T00:00:00Z,Q2916106,NA,Q18912794,+1990-03-24T00:00:00Z,+2004-08-31T00:00:00Z,Q2973695,Q528907,Q6555551,NA,0
Q15525018,+1946-05-29T00:00:00Z,Q2916106,NA,Q19202748,NA,NA,NA,NA,NA,NA,0
Q1553719,+1882-08-13T00:00:00Z,Q1012013,+1968-12-31T00:00:00Z,Q18912794,+1934-09-15T00:00:00Z,+1937-09-21T00:00:00Z,Q368340,Q7793915,Q5345057,NA,1
Q1563218,+1911-05-26T00:00:00Z,Q984379,+1994-09-27T00:00:00Z,Q4818607,+1966-12-14T00:00:00Z,+1969-11-12T00:00:00Z,NA,Q7816256,Q863220,18,0
Q1563218,+1911-05-26T00:00:00Z,Q984379,+1994-09-27T00:00:00Z,Q18912794,+1964-06-20T00:00:00Z,+1973-07-11T00:00:00Z,Q2973800,Q3379071,Q1445155,NA,0
Q1563218,+1911-05-26T00:00:00Z,Q984379,+1994-09-27T00:00:00Z,Q2660943,+1971-08-02T00:00:00Z,+1972-12-05T00:00:00Z,NA,Q23333,Q1820470,NA,0
Q1563218,+1911-05-26T00:00:00Z,Q984379,+1994-09-27T00:00:00Z,Q58326282,+1976-12-20T00:00:00Z,+1990-12-31T00:00:00Z,NA,NA,NA,NA,0
Q1579545,+1946-10-28T00:00:00Z,Q3130,NA,Q18912794,+1987-07-11T00:00:00Z,+1995-02-28T00:00:00Z,Q2973891,Q4758721,Q7173326,NA,0
Q15967299,+1929-10-12T00:00:00Z,Q17856,+2017-08-31T00:00:00Z,Q18912794,+1972-12-02T00:00:00Z,+1983-03-05T00:00:00Z,Q2973455,Q3108047,Q5235929,NA,0
Q15967314,+1898-02-06T00:00:00Z,Q2568966,+1973-09-14T00:00:00Z,Q18912794,+1951-04-28T00:00:00Z,+1966-10-31T00:00:00Z,Q2973739,Q15972389,Q5082222,NA,0
Q15971154,+1877-11-12T00:00:00Z,Q174262,+1947-08-15T00:00:00Z,Q6814428,+1933-04-06T00:00:00Z,+1947-06-30T00:00:00Z,Q56649104,NA,Q5640733,NA,0
Q15972389,+1906-07-17T00:00:00Z,Q999473,+2005-03-03T00:00:00Z,Q18912794,+1966-11-26T00:00:00Z,+1980-09-19T00:00:00Z,Q2973739,Q5981101,Q15967314,NA,0
Q15972597,+1909-02-09T00:00:00Z,Q3141,+1960-10-16T00:00:00Z,Q18912794,+1949-12-10T00:00:00Z,+1960-10-16T00:00:00Z,Q5284532,Q1239052,NA,NA,0
Q15995654,+1867-12-18T00:00:00Z,Q339527,+1945-11-01T00:00:00Z,Q18912794,+1906-12-12T00:00:00Z,+1929-10-12T00:00:00Z,Q2973900,Q370966,Q7052039,NA,0
Q15996130,+1868-01-01T00:00:00Z,Q7683821,+1943-06-14T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,0
Q15996259,+1870-06-07T00:00:00Z,Q1028408,+1942-11-19T00:00:00Z,Q6814428,+1921-12-15T00:00:00Z,+1922-12-15T00:00:00Z,Q56649105,Q4730836,Q5735293,NA,0
Q15996398,+1867-07-07T00:00:00Z,Q793283,+1941-04-12T00:00:00Z,Q18912794,+1913-05-31T00:00:00Z,+1919-12-13T00:00:00Z,Q5284530,Q5497791,NA,NA,0
Q15996398,+1867-07-07T00:00:00Z,Q793283,+1941-04-12T00:00:00Z,Q18534408,+1901-07-23T00:00:00Z,+1908-12-29T00:00:00Z,Q5355645,Q23621453,Q5342902,NA,0
Q15998032,+1860-04-06T00:00:00Z,Q3908652,+1950-02-23T00:00:00Z,Q18912794,+1901-03-29T00:00:00Z,+1910-04-13T00:00:00Z,Q2973820,Q8013675,NA,NA,0
Q15998032,+1860-04-06T00:00:00Z,Q3908652,+1950-02-23T00:00:00Z,Q19202748,NA,NA,NA,NA,NA,NA,0
Q15998798,+1875-09-28T00:00:00Z,Q706105,+1956-09-17T00:00:00Z,Q18912794,+1906-12-12T00:00:00Z,+1917-05-05T00:00:00Z,Q1074005,Q7412283,Q7660150,NA,0
Q15998798,+1875-09-28T00:00:00Z,Q706105,+1956-09-17T00:00:00Z,Q19202748,+1920-03-20T00:00:00Z,+1922-02-17T00:00:00Z,Q5355292,Q8009098,NA,NA,0
Q15999472,+1877-12-01T00:00:00Z,Q3130,+1960-01-27T00:00:00Z,Q18912794,+1903-12-16T00:00:00Z,+1919-11-03T00:00:00Z,Q2973891,Q7965545,Q8015496,NA,0
Q15999973,+1975-12-21T00:00:00Z,Q24639,NA,Q18912794,+2019-05-18T00:00:00Z,NA,Q2973891,NA,Q6394699,NA,0
Q16000427,+1877-01-01T00:00:00Z,Q1025587,+1962-10-15T00:00:00Z,Q18912794,+1928-11-17T00:00:00Z,+1931-12-19T00:00:00Z,Q1074151,Q4710678,Q2425137,NA,0
Q16002986,+1887-11-14T00:00:00Z,Q3141,+1963-03-02T00:00:00Z,Q6814428,+1944-07-01T00:00:00Z,+1953-06-30T00:00:00Z,Q56649110,NA,NA,NA,0
Q16004008,+1908-09-29T00:00:00Z,Q942084,+1966-08-03T00:00:00Z,Q18912794,+1961-12-09T00:00:00Z,+1966-08-03T00:00:00Z,Q1074025,Q5345396,Q5480262,NA,0
Q16004072,+1914-06-25T00:00:00Z,Q10690,+1966-05-02T00:00:00Z,Q18912794,+1949-12-10T00:00:00Z,+1961-12-09T00:00:00Z,Q2973472,Q15453088,NA,NA,0
Q16004106,+1897-12-23T00:00:00Z,Q2915698,+1966-07-14T00:00:00Z,Q6814428,+1950-02-22T00:00:00Z,+1965-07-14T00:00:00Z,Q56649105,Q4932144,NA,NA,0
Q16004106,+1897-12-23T00:00:00Z,Q2915698,+1966-07-14T00:00:00Z,Q6865821,+1949-12-19T00:00:00Z,+1951-05-11T00:00:00Z,NA,NA,NA,NA,0
Q16004106,+1897-12-23T00:00:00Z,Q2915698,+1966-07-14T00:00:00Z,Q28841847,NA,NA,NA,NA,NA,NA,0
Q16005818,+1875-04-12T00:00:00Z,Q40191,+1967-12-03T00:00:00Z,Q18912794,+1929-10-12T00:00:00Z,+1931-12-19T00:00:00Z,Q2973570,Q23358,Q23358,NA,0
Q16005818,+1875-04-12T00:00:00Z,Q40191,+1967-12-03T00:00:00Z,Q6865821,+1941-10-07T00:00:00Z,+1943-09-21T00:00:00Z,NA,NA,NA,NA,0
Q16005818,+1875-04-12T00:00:00Z,Q40191,+1967-12-03T00:00:00Z,Q18912794,+1931-12-19T00:00:00Z,+1951-03-19T00:00:00Z,Q2973755,Q444481,Q6139072,NA,0
Q16006405,+1882-07-04T00:00:00Z,Q7580824,+1968-10-27T00:00:00Z,Q18912794,+1921-07-30T00:00:00Z,+1940-08-27T00:00:00Z,Q2973739,Q5481881,Q6197336,NA,0
Q16006410,+1878-12-19T00:00:00Z,Q3141,+1968-12-20T00:00:00Z,Q18912794,+1931-12-19T00:00:00Z,+1934-09-15T00:00:00Z,Q5284568,NA,Q5345057,NA,0
Q16006410,+1878-12-19T00:00:00Z,Q3141,+1968-12-20T00:00:00Z,Q18912794,+1934-09-15T00:00:00Z,+1940-09-21T00:00:00Z,Q2973888,Q6794741,NA,NA,0
Q16007163,+1909-02-04T00:00:00Z,Q605113,+1971-03-16T00:00:00Z,Q18912794,+1949-12-10T00:00:00Z,+1961-03-16T00:00:00Z,Q2973776,Q6219377,NA,NA,0
Q16008031,+1903-10-12T00:00:00Z,Q606153,+1976-09-09T00:00:00Z,Q18912794,+1949-12-10T00:00:00Z,+1969-09-29T00:00:00Z,Q1074143,Q242654,NA,NA,0
Q16008159,+1907-11-19T00:00:00Z,Q986063,+1977-03-03T00:00:00Z,Q6814428,+1959-07-01T00:00:00Z,+1974-04-11T00:00:00Z,Q56649104,NA,NA,NA,0
Q16008194,+1890-05-30T00:00:00Z,Q146690,+1977-07-07T00:00:00Z,Q6814428,+1917-07-01T00:00:00Z,+1947-06-30T00:00:00Z,Q56649111,NA,NA,NA,0
Q16008459,+1899-03-05T00:00:00Z,Q1733565,+1978-01-03T00:00:00Z,Q6814428,+1940-09-29T00:00:00Z,+1944-06-30T00:00:00Z,Q56649112,NA,Q6198067,NA,0
Q16008459,+1899-03-05T00:00:00Z,Q1733565,+1978-01-03T00:00:00Z,Q4818607,+1949-12-19T00:00:00Z,+1956-08-14T00:00:00Z,NA,Q6989109,Q1388459,NA,0
Q16008459,+1899-03-05T00:00:00Z,Q1733565,+1978-01-03T00:00:00Z,Q6814428,+1950-02-22T00:00:00Z,+1956-08-13T00:00:00Z,Q56649112,Q5540218,NA,NA,0
Q16010296,+1894-11-21T00:00:00Z,Q1009627,+1983-04-28T00:00:00Z,Q18912794,+1934-09-15T00:00:00Z,+1949-12-10T00:00:00Z,Q5284556,Q15452396,Q5660788,NA,0
Q16011230,+1912-02-06T00:00:00Z,Q909858,+1985-11-01T00:00:00Z,Q6814428,+1962-07-01T00:00:00Z,+1974-04-11T00:00:00Z,Q56649105,NA,NA,NA,0
Q16011230,+1912-02-06T00:00:00Z,Q909858,+1985-11-01T00:00:00Z,Q18912794,+1949-12-10T00:00:00Z,+1955-12-10T00:00:00Z,Q5284559,Q8004641,NA,NA,0
Q16012277,+1908-03-22T00:00:00Z,Q1012058,+1989-03-20T00:00:00Z,Q18912794,+1943-08-21T00:00:00Z,+1949-12-10T00:00:00Z,Q2973574,Q1538010,Q6253500,NA,0
Q16012277,+1908-03-22T00:00:00Z,Q1012058,+1989-03-20T00:00:00Z,Q18912794,+1954-05-29T00:00:00Z,+1955-12-10T00:00:00Z,Q5284570,Q4909188,Q4909188,NA,0
Q16013443,+1929-03-28T00:00:00Z,Q3141,+1995-09-24T00:00:00Z,Q18912794,+1969-10-25T00:00:00Z,+1980-09-19T00:00:00Z,Q5284500,Q4758704,NA,NA,0
Q16013853,+1910-01-17T00:00:00Z,Q6804798,+1997-01-31T00:00:00Z,Q18912794,+1958-11-22T00:00:00Z,+1961-12-09T00:00:00Z,Q2973779,Q5931459,Q5931459,NA,0
Q16014351,+1907-11-26T00:00:00Z,Q3130,+1999-02-03T00:00:00Z,Q18912794,+1955-05-21T00:00:00Z,+1955-12-10T00:00:00Z,Q368340,NA,Q7793915,NA,0
Q16014351,+1907-11-26T00:00:00Z,Q3130,+1999-02-03T00:00:00Z,Q18912794,+1955-12-10T00:00:00Z,+1969-10-25T00:00:00Z,Q2973888,NA,Q5216891,NA,0
Q16014351,+1907-11-26T00:00:00Z,Q3130,+1999-02-03T00:00:00Z,Q18912794,+1969-10-25T00:00:00Z,+1975-11-11T00:00:00Z,Q1075639,Q6531014,NA,NA,0
Q16014351,+1907-11-26T00:00:00Z,Q3130,+1999-02-03T00:00:00Z,Q7574256,+1973-02-27T00:00:00Z,+1975-02-27T00:00:00Z,NA,Q5585795,Q8004641,15,0
Q16014930,+1922-03-30T00:00:00Z,Q5112,+2000-12-26T00:00:00Z,Q18912794,+1966-11-26T00:00:00Z,+1981-01-22T00:00:00Z,Q2973469,Q7605795,Q6248082,NA,0
Q16014930,+1922-03-30T00:00:00Z,Q5112,+2000-12-26T00:00:00Z,Q52064205,+1961-00-00T00:00:00Z,+1963-00-00T00:00:00Z,NA,NA,NA,NA,0
Q16014939,+1919-04-27T00:00:00Z,Q1769479,+2000-12-10T00:00:00Z,Q6814428,+1965-07-01T00:00:00Z,+1983-02-04T00:00:00Z,Q56649105,NA,NA,NA,0
Q16015452,+1915-01-17T00:00:00Z,Q4005998,+2002-11-25T00:00:00Z,Q6814428,+1961-09-28T00:00:00Z,+1961-12-08T00:00:00Z,Q56649110,NA,Q7319275,NA,0
Q16015452,+1915-01-17T00:00:00Z,Q4005998,+2002-11-25T00:00:00Z,Q6814428,+1962-02-08T00:00:00Z,+1962-06-30T00:00:00Z,Q56649110,NA,Q6962576,NA,0
Q16015452,+1915-01-17T00:00:00Z,Q4005998,+2002-11-25T00:00:00Z,Q6814428,+1965-07-01T00:00:00Z,+1981-06-30T00:00:00Z,Q56649110,NA,NA,NA,0
Q16016180,+1925-09-24T00:00:00Z,Q3141,+2004-07-27T00:00:00Z,Q18534408,NA,NA,NA,NA,NA,NA,0
Q16016180,+1925-09-24T00:00:00Z,Q3141,+2004-07-27T00:00:00Z,Q18912794,+1969-10-25T00:00:00Z,+1985-12-20T00:00:00Z,Q2973832,Q5670053,NA,NA,0
Q16017391,+1921-03-12T00:00:00Z,Q5112,+2006-11-19T00:00:00Z,Q18662245,+1975-07-12T00:00:00Z,+1982-11-05T00:00:00Z,NA,NA,NA,NA,0
Q16017391,+1921-03-12T00:00:00Z,Q5112,+2006-11-19T00:00:00Z,Q18912794,+1969-10-25T00:00:00Z,+1972-12-02T00:00:00Z,Q2973854,Q5983284,Q5983284,NA,0
Q16017856,+1921-09-20T00:00:00Z,Q3130,+2007-07-19T00:00:00Z,Q18912794,+1961-12-09T00:00:00Z,+1963-11-30T00:00:00Z,Q5284523,Q6742471,Q5498493,NA,0
Q16019373,+1927-01-10T00:00:00Z,Q5309255,+2012-06-26T00:00:00Z,Q18912794,+1972-12-02T00:00:00Z,+1993-02-08T00:00:00Z,Q1074115,Q3379071,Q7816256,NA,0
Q16019536,+1930-02-27T00:00:00Z,Q3130,+2012-11-19T00:00:00Z,Q18912794,+1972-12-02T00:00:00Z,+1975-12-13T00:00:00Z,Q5284559,Q6111281,Q8004641,NA,0
Q16026224,+1875-05-13T00:00:00Z,Q23090,+1935-10-04T00:00:00Z,Q18912794,+1917-05-05T00:00:00Z,+1929-10-12T00:00:00Z,Q2973504,Q4799513,Q4723249,NA,0
Q16026279,+1868-00-00T00:00:00Z,Q1740762,+1935-07-08T00:00:00Z,Q18912794,+1913-05-31T00:00:00Z,+1917-05-05T00:00:00Z,Q5284557,Q6129507,Q7325458,NA,0
Q16029300,+1891-01-01T00:00:00Z,Q942732,+1932-01-15T00:00:00Z,Q18912794,+1931-12-19T00:00:00Z,+1932-01-15T00:00:00Z,Q5284521,Q5336555,Q5336555,NA,0
Q16029310,+1865-11-15T00:00:00Z,Q1426910,+1932-02-06T00:00:00Z,Q6814428,+1917-03-01T00:00:00Z,+1923-06-30T00:00:00Z,Q56649108,NA,Q7377449,NA,0
Q16029310,+1865-11-15T00:00:00Z,Q1426910,+1932-02-06T00:00:00Z,Q13527933,+1909-10-20T00:00:00Z,+1909-10-27T00:00:00Z,NA,Q5365686,Q5365686,22,0
Q16029310,+1865-11-15T00:00:00Z,Q1426910,+1932-02-06T00:00:00Z,Q13527933,+1914-04-06T00:00:00Z,+1916-04-15T00:00:00Z,NA,Q7965429,Q4711244,NA,0
Q16029357,+1868-03-08T00:00:00Z,Q13157253,+1932-02-05T00:00:00Z,Q6814428,+1923-07-01T00:00:00Z,+1932-02-05T00:00:00Z,Q56649108,Q5078363,NA,NA,0
Q16029357,+1868-03-08T00:00:00Z,Q13157253,+1932-02-05T00:00:00Z,Q19007285,+1906-03-29T00:00:00Z,+1909-04-30T00:00:00Z,Q5356180,NA,Q8014274,NA,0
Q16029357,+1868-03-08T00:00:00Z,Q13157253,+1932-02-05T00:00:00Z,Q19007285,+1909-04-30T00:00:00Z,+1913-04-14T00:00:00Z,Q5284497,NA,NA,NA,0
Q16029357,+1868-03-08T00:00:00Z,Q13157253,+1932-02-05T00:00:00Z,Q19007285,+1913-08-05T00:00:00Z,+1922-11-01T00:00:00Z,Q5284497,NA,NA,NA,0
Q16029891,+1845-02-11T00:00:00Z,Q5112,+1931-03-09T00:00:00Z,Q18912794,+1901-03-29T00:00:00Z,+1903-12-16T00:00:00Z,Q2973933,Q7342138,NA,NA,0
Q16029891,+1845-02-11T00:00:00Z,Q5112,+1931-03-09T00:00:00Z,Q19202748,+1885-10-29T00:00:00Z,+1894-06-25T00:00:00Z,Q5355736,Q6135763,Q4720392,NA,0
Q16029891,+1845-02-11T00:00:00Z,Q5112,+1931-03-09T00:00:00Z,Q18912794,+1904-05-18T00:00:00Z,+1913-05-31T00:00:00Z,Q2973933,Q5478223,Q7342138,NA,0
Q16029891,+1845-02-11T00:00:00Z,Q5112,+1931-03-09T00:00:00Z,Q18912794,+1914-09-05T00:00:00Z,+1922-12-16T00:00:00Z,Q2973933,Q8013994,Q5478223,NA,0
Q16029891,+1845-02-11T00:00:00Z,Q5112,+1931-03-09T00:00:00Z,Q19202748,+1894-07-17T00:00:00Z,+1901-06-11T00:00:00Z,Q5355323,Q19873252,NA,NA,0
Q16029985,+1852-01-27T00:00:00Z,Q148349,+1931-02-05T00:00:00Z,Q18912794,+1910-04-13T00:00:00Z,+1931-02-05T00:00:00Z,Q5284521,Q5336555,Q23352,NA,0
Q16030747,+1856-01-01T00:00:00Z,Q3104313,+1927-08-12T00:00:00Z,Q18912794,+1903-12-16T00:00:00Z,+1906-12-12T00:00:00Z,Q1074235,NA,NA,NA,0
Q16031651,+1857-02-18T00:00:00Z,Q7851242,+1922-05-02T00:00:00Z,Q6814428,+1920-07-01T00:00:00Z,+1922-05-02T00:00:00Z,Q56649111,Q6246053,NA,NA,0
Q16031651,+1857-02-18T00:00:00Z,Q7851242,+1922-05-02T00:00:00Z,Q18526194,+1907-05-18T00:00:00Z,+1909-10-02T00:00:00Z,Q5355638,Q24004614,Q24845792,NA,0
Q16031651,+1857-02-18T00:00:00Z,Q7851242,+1922-05-02T00:00:00Z,Q18526194,+1911-02-25T00:00:00Z,+1917-03-21T00:00:00Z,Q5355906,Q459146,Q8013991,NA,0
Q16043445,+1864-01-01T00:00:00Z,NA,+1910-12-18T00:00:00Z,Q18912794,+1910-04-13T00:00:00Z,+1910-12-18T00:00:00Z,Q2973440,Q5485466,Q6110130,NA,0
Q16043445,+1864-01-01T00:00:00Z,NA,+1910-12-18T00:00:00Z,Q18534408,NA,NA,NA,NA,NA,NA,0
Q16043809,+1855-02-16T00:00:00Z,Q84,+1919-10-13T00:00:00Z,Q6814428,+1903-05-20T00:00:00Z,+1903-12-31T00:00:00Z,Q56649104,NA,Q7052200,NA,0
Q16043809,+1855-02-16T00:00:00Z,Q84,+1919-10-13T00:00:00Z,Q19627913,NA,NA,NA,NA,NA,NA,0
Q16058758,+1841-07-03T00:00:00Z,Q2213391,+1913-02-04T00:00:00Z,Q6814428,+1901-03-29T00:00:00Z,+1906-12-31T00:00:00Z,Q56649112,NA,NA,NA,0
Q1607273,+1878-03-26T00:00:00Z,Q7824058,+1940-08-13T00:00:00Z,Q18912794,+1925-11-14T00:00:00Z,+1940-08-13T00:00:00Z,Q5284530,Q4798306,Q5497791,NA,0
Q1607273,+1878-03-26T00:00:00Z,Q7824058,+1940-08-13T00:00:00Z,Q2660943,NA,NA,NA,NA,NA,NA,0
Q16084221,+1917-09-17T00:00:00Z,Q606162,NA,Q18912794,+1949-12-10T00:00:00Z,+1962-12-09T00:00:00Z,Q2973486,Q5539870,Q5076753,NA,0
Q16090810,+1928-11-16T00:00:00Z,Q6867874,+2017-08-09T00:00:00Z,Q6814428,+1981-07-01T00:00:00Z,+1993-06-30T00:00:00Z,Q56649104,NA,NA,NA,0
Q16091146,+1929-03-24T00:00:00Z,Q606162,NA,Q6814428,+1987-07-11T00:00:00Z,+1996-06-30T00:00:00Z,Q56649111,NA,NA,NA,0
Q16091844,+1931-03-13T00:00:00Z,Q23051,NA,Q18912794,+1984-12-01T00:00:00Z,+1998-08-31T00:00:00Z,Q2973575,Q6306482,NA,NA,0
Q16092026,+1931-11-02T00:00:00Z,Q2469022,NA,Q18912794,+1969-10-25T00:00:00Z,+1972-12-02T00:00:00Z,Q784520,Q6226433,Q16097763,NA,0
Q16097763,+1935-11-03T00:00:00Z,Q40191,+2015-04-30T00:00:00Z,Q18912794,+1964-02-15T00:00:00Z,+1969-09-29T00:00:00Z,Q784520,Q16092026,Q4815639,NA,0
Q16104603,+1937-06-06T00:00:00Z,Q3141,NA,Q18912794,+1975-12-13T00:00:00Z,+1980-10-18T00:00:00Z,Q2973715,Q7175898,Q7822751,NA,0
Q16105752,+1941-05-10T00:00:00Z,Q3141,NA,Q18912794,+1990-03-24T00:00:00Z,+1993-03-13T00:00:00Z,Q1074082,Q4864143,Q4864143,NA,0
Q16106114,+1942-03-08T00:00:00Z,Q34932,NA,Q6814428,+1974-05-18T00:00:00Z,+1984-11-05T00:00:00Z,Q56649111,Q6035315,NA,NA,0
Q16106114,+1942-03-08T00:00:00Z,Q34932,NA,Q18912794,+1984-12-01T00:00:00Z,+2001-10-08T00:00:00Z,Q2973778,Q7614564,NA,NA,0
Q16107277,+1946-02-08T00:00:00Z,Q1009718,NA,Q6814428,+1987-07-11T00:00:00Z,+1996-02-07T00:00:00Z,Q56649108,Q7634188,NA,NA,0
Q16136059,+1949-08-24T00:00:00Z,Q705829,NA,Q18912794,+1993-03-13T00:00:00Z,+2013-08-05T00:00:00Z,Q2973737,Q16215193,Q7173992,NA,0
Q16145781,+1950-11-10T00:00:00Z,Q4996904,NA,Q18526194,+1989-12-02T00:00:00Z,+1992-09-19T00:00:00Z,Q5355443,NA,Q16095796,NA,0
Q16145781,+1950-11-10T00:00:00Z,Q4996904,NA,Q18912794,+2007-11-24T00:00:00Z,+2010-08-21T00:00:00Z,Q2973723,Q8039514,Q6740586,NA,0
Q16145781,+1950-11-10T00:00:00Z,Q4996904,NA,Q18526194,+1992-09-19T00:00:00Z,+1998-06-13T00:00:00Z,Q5355196,Q4908956,Q6387770,NA,0
Q16148043,+1951-03-15T00:00:00Z,Q34932,NA,Q6814428,+2007-04-19T00:00:00Z,+2014-06-30T00:00:00Z,Q56649111,NA,Q7420540,NA,0
Q16149378,+1952-04-01T00:00:00Z,Q2663753,NA,Q6814428,+2014-07-01T00:00:00Z,+2019-03-01T00:00:00Z,Q56649105,Q62124140,NA,NA,0
Q16151880,+1952-10-14T00:00:00Z,Q3130,NA,Q18912794,+1990-03-24T00:00:00Z,+1996-03-02T00:00:00Z,Q1073994,Q6489884,Q5075662,NA,0
Q16151880,+1952-10-14T00:00:00Z,Q3130,NA,Q19202748,+1999-03-27T00:00:00Z,+2007-03-02T00:00:00Z,Q5356049,Q5534278,NA,NA,0
Q16152123,+1964-08-04T00:00:00Z,Q34932,NA,Q6814428,+1997-10-30T00:00:00Z,+2008-06-30T00:00:00Z,Q56649111,NA,Q1070523,NA,0
Q16152123,+1964-08-04T00:00:00Z,Q34932,NA,Q6814428,+2017-11-10T00:00:00Z,+2018-08-27T00:00:00Z,Q56649111,NA,Q6489515,NA,0
Q16185446,+1953-12-15T00:00:00Z,Q3183,NA,Q6814428,+2013-05-15T00:00:00Z,NA,Q56649104,NA,Q466583,NA,0
Q16185462,+1953-11-29T00:00:00Z,Q331764,NA,Q18912794,+2013-09-07T00:00:00Z,+2019-04-11T00:00:00Z,Q2973417,Q41662205,Q7563039,NA,0
Q16186348,+1954-05-10T00:00:00Z,Q1670056,NA,Q6814428,+1993-07-01T00:00:00Z,+1999-06-30T00:00:00Z,Q56649105,NA,NA,NA,0
Q16186348,+1954-05-10T00:00:00Z,Q1670056,NA,Q6814428,+2000-05-04T00:00:00Z,+2008-06-30T00:00:00Z,Q56649105,NA,Q5231827,NA,0
Q16186916,+1955-09-16T00:00:00Z,Q1935843,NA,Q18912794,+2013-09-07T00:00:00Z,+2019-04-11T00:00:00Z,Q2973616,NA,Q6205834,NA,0
Q16187030,+1956-03-21T00:00:00Z,Q3141,NA,Q6814428,+1998-06-16T00:00:00Z,+2013-09-06T00:00:00Z,Q56649106,NA,Q3641283,NA,0
Q16187118,+1956-04-22T00:00:00Z,Q3130,+2017-11-24T00:00:00Z,Q6814428,+1998-10-14T00:00:00Z,+2011-06-30T00:00:00Z,Q56649105,NA,Q4882896,NA,0
