names,page,first_name,title,electorate,house,party
Weatherill,https://members.parliament.sa.gov.au/Detail.aspx?pid=2574,George,Hon,Served in Multiple Electorates,Legislative Council,Australian Labor Party
Weatherill,https://members.parliament.sa.gov.au/Detail.aspx?pid=1812,Jay,Hon,Cheltenham,House of Assembly,Australian Labor Party
Webster,https://members.parliament.sa.gov.au/Detail.aspx?pid=2575,Frank,Mr,Norwood,House of Assembly,Liberal Party
Wells,https://members.parliament.sa.gov.au/Detail.aspx?pid=4007,Charles,Mr,Florey,House of Assembly,Australian Labor Party
Wentzel,https://members.parliament.sa.gov.au/Detail.aspx?pid=4008,Emil,Mr,Encounter Bay,House of Assembly,Unknown
West-Erskine,https://members.parliament.sa.gov.au/Detail.aspx?pid=4220,William,Mr,Served in Multiple Electorates,Represented multiple houses,Unknown
Whinham,https://members.parliament.sa.gov.au/Detail.aspx?pid=4009,William,Mr,Victoria,House of Assembly,Unknown
White,https://members.parliament.sa.gov.au/Detail.aspx?pid=4010,Hector,Mr,Murray,House of Assembly,LCL
White,https://members.parliament.sa.gov.au/Detail.aspx?pid=4011,James,Mr,Light,House of Assembly,Unknown
White,https://members.parliament.sa.gov.au/Detail.aspx?pid=3959,James,Mr,Light,House of Assembly,Unknown
White,https://members.parliament.sa.gov.au/Detail.aspx?pid=536,Trish,Hon,Served in Multiple Electorates,House of Assembly,Australian Labor Party
Whitford,https://members.parliament.sa.gov.au/Detail.aspx?pid=4160,Stanley,Hon,Served in Multiple Electorates,Represented multiple houses,Unknown
Whitten,https://members.parliament.sa.gov.au/Detail.aspx?pid=2609,George,Mr,Price,House of Assembly,Australian Labor Party
Whittle,https://members.parliament.sa.gov.au/Detail.aspx?pid=3816,Elder,Mr,Prospect,House of Assembly,Unknown
Whyte AM,https://members.parliament.sa.gov.au/Detail.aspx?pid=2576,Arthur,Hon,Served in Multiple Electorates,Legislative Council,Liberal Party
Wiese,https://members.parliament.sa.gov.au/Detail.aspx?pid=2577,Barbara,Hon,Served in Multiple Electorates,Legislative Council,Australian Labor Party
Wigley,https://members.parliament.sa.gov.au/Detail.aspx?pid=3817,William,Mr,Albert,House of Assembly,Unknown
Willcox,https://members.parliament.sa.gov.au/Detail.aspx?pid=4161,Charles,Mr,Served in Multiple Electorates,Represented multiple houses,Unknown
Williams,https://members.parliament.sa.gov.au/Detail.aspx?pid=3958,John,Mr,Served in Multiple Electorates,House of Assembly,Unknown
Williams,https://members.parliament.sa.gov.au/Detail.aspx?pid=546,Mitch,Mr,Served in Multiple Electorates,House of Assembly,Represented multiple parties
Williams,https://members.parliament.sa.gov.au/Detail.aspx?pid=4152,Thomas,Mr,unknown,Legislative Council,Unknown
Wilson,https://members.parliament.sa.gov.au/Detail.aspx?pid=4153,James,Mr,Served in Multiple Electorates,Legislative Council,Unknown
Wilson,https://members.parliament.sa.gov.au/Detail.aspx?pid=4154,Robert,Hon,Served in Multiple Electorates,Legislative Council,LCL
Wilson AM,https://members.parliament.sa.gov.au/Detail.aspx?pid=2578,Michael,Hon,Torrens,House of Assembly,Liberal Party
Winderlich,https://members.parliament.sa.gov.au/Detail.aspx?pid=3263,David,Mr,The State (LC),Legislative Council,Represented multiple parties
Winter,https://members.parliament.sa.gov.au/Detail.aspx?pid=3960,Alfred,Mr,Wallaroo,House of Assembly,Unknown
Wood,https://members.parliament.sa.gov.au/Detail.aspx?pid=3963,Richard,Mr,North Adelaide,House of Assembly,Unknown
Wotton AM,https://members.parliament.sa.gov.au/Detail.aspx?pid=552,David,Hon,Heysen,House of Assembly,Liberal Party
Wright,https://members.parliament.sa.gov.au/Detail.aspx?pid=636,Michael,Hon,Lee,House of Assembly,Australian Labor Party
Wright AO,https://members.parliament.sa.gov.au/Detail.aspx?pid=3964,Jack,Hon,Adelaide,House of Assembly,Australian Labor Party
Xenophon,https://members.parliament.sa.gov.au/Detail.aspx?pid=604,Nick,Hon,Served in Multiple Electorates,Legislative Council,Independent
Young,https://members.parliament.sa.gov.au/Detail.aspx?pid=4155,Charles,Mr,unknown,Legislative Council,Unknown
Young,https://members.parliament.sa.gov.au/Detail.aspx?pid=3974,George,Mr,Stanley,House of Assembly,Unknown
Young,https://members.parliament.sa.gov.au/Detail.aspx?pid=4162,Harry,Hon,Served in Multiple Electorates,Represented multiple houses,Unknown
Young,https://members.parliament.sa.gov.au/Detail.aspx?pid=3973,Sir Frederick, ,Served in Multiple Electorates,House of Assembly,Unknown
Young,https://members.parliament.sa.gov.au/Detail.aspx?pid=3975,Thomas,Mr,Noarlunga,House of Assembly,Unknown
Younghusband,https://members.parliament.sa.gov.au/Detail.aspx?pid=4156,William,Mr,Served in Multiple Electorates,Legislative Council,Unknown
Zollo,https://members.parliament.sa.gov.au/Detail.aspx?pid=629,Carmel,Hon,Unknown,Legislative Council,Australian Labor Party
